initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count
0,fibre_loss,"{'p_loss_init': 0.1, 'p_loss_length': 0.2}",shor_nine,10.0,1.0,0.0,4,496
