initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count,secondary_error_type,secondary_error_params
1,fibre_loss,"{'p_loss_init': 0.05, 'p_loss_length': 0.16}",shor_nine,10.0,0.967741935483871,0.1781270439499753,62,438,phase_damping,{'gamma': 0.1366666666666667}
