initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count,secondary_error_type,secondary_error_params
0,fibre_loss,"{'p_loss_init': 0.05, 'p_loss_length': 0.16}",three_qubit_phase_flip,10.0,0.9929078014184397,0.08421519210665192,141,359,phase_damping,{'gamma': np.float64(0.2)}
