iteration,fidelity
73,1.0
126,1.0
132,1.0
150,1.0
185,1.0
187,1.0
191,1.0
204,1.0
217,1.0
234,1.0
283,1.0
288,1.0
400,1.0
416,1.0
462,1.0
481,1.0
491,1.0
83,1.0
88,1.0
113,1.0
150,1.0
279,1.0
344,1.0
375,1.0
471,1.0
499,1.0
303,1.0
422,1.0
431,1.0
434,1.0
470,1.0
41,1.0
80,1.0
109,1.0
119,1.0
133,1.0
247,1.0
343,1.0
419,1.0
456,1.0
