iteration,fidelity
9,1.0
70,1.0
83,1.0
86,1.0
121,1.0
159,1.0
161,1.0
81,1.0
132,1.0
140,1.0
222,1.0
227,1.0
231,1.0
260,1.0
307,1.0
318,1.0
328,1.0
341,1.0
441,1.0
62,1.0
93,1.0
158,1.0
223,1.0
249,1.0
254,1.0
375,1.0
395,1.0
429,1.0
465,1.0
469,1.0
47,1.0
75,1.0
124,1.0
151,1.0
240,1.0
252,1.0
267,1.0
343,1.0
362,1.0
406,1.0
449,1.0
452,1.0
499,1.0
112,1.0
126,1.0
136,1.0
224,1.0
314,1.0
338,1.0
401,1.0
426,1.0
434,1.0
69,1.0
97,1.0
174,1.0
204,1.0
220,1.0
232,1.0
288,1.0
327,1.0
344,1.0
351,1.0
424,1.0
430,1.0
463,1.0
469,1.0
