initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count,secondary_error_type,secondary_error_params
0,fibre_loss,"{'p_loss_init': 0.05, 'p_loss_length': 0.16}",three_qubit_phase_flip,10.0,0.9805194805194806,0.138657391317768,154,346,amplitude_damping,{'gamma': np.float64(0.1366666666666667)}
