iteration,fidelity
28,1.0
138,1.0
177,1.0
218,1.0
272,1.0
305,1.0
355,1.0
368,1.0
400,1.0
424,1.0
438,1.0
478,1.0
83,1.0
214,1.0
219,1.0
396,1.0
62,1.0
147,1.0
191,1.0
206,1.0
256,1.0
295,1.0
332,1.0
334,1.0
341,1.0
346,1.0
360,1.0
391,1.0
420,1.0
154,1.0
235,1.0
244,1.0
252,1.0
361,1.0
364,1.0
365,1.0
401,1.0
410,1.0
433,1.0
436,1.0
446,1.0
456,1.0
474,1.0
