iteration,fidelity
0,1.0
4,1.0
9,1.0
16,1.0
19,1.0
20,1.0
24,1.0
26,1.0
28,1.0
30,1.0
34,1.0
36,1.0
37,1.0
38,1.0
51,1.0
69,1.0
70,1.0
71,1.0
75,1.0
77,1.0
85,1.0
87,1.0
89,1.0
90,1.0
100,1.0
103,1.0
104,1.0
105,1.0
109,1.0
116,1.0
120,1.0
126,1.0
129,1.0
137,1.0
145,1.0
146,1.0
149,1.0
150,1.0
154,1.0
155,1.0
156,1.0
158,1.0
159,1.0
160,1.0
164,1.0
173,1.0
177,1.0
178,1.0
180,1.0
182,1.0
183,1.0
192,1.0
196,1.0
200,1.0
202,1.0
204,1.0
207,1.0
212,1.0
214,1.0
215,1.0
217,1.0
221,1.0
224,1.0
227,1.0
230,1.0
236,1.0
254,1.0
257,1.0
258,1.0
261,1.0
267,1.0
274,1.0
285,1.0
286,1.0
287,1.0
294,1.0
297,1.0
299,1.0
313,1.0
314,1.0
319,1.0
321,1.0
322,1.0
325,1.0
328,1.0
330,1.0
335,1.0
341,1.0
343,1.0
346,1.0
347,1.0
364,1.0
365,1.0
371,1.0
373,1.0
376,1.0
377,1.0
379,1.0
380,1.0
384,1.0
385,0.0
387,1.0
391,1.0
394,1.0
405,1.0
408,1.0
411,1.0
413,1.0
415,1.0
416,1.0
418,1.0
420,1.0
427,1.0
434,1.0
441,1.0
442,1.0
446,1.0
450,1.0
451,1.0
452,1.0
455,1.0
456,1.0
457,0.0
459,1.0
460,1.0
465,1.0
475,1.0
485,1.0
486,1.0
487,1.0
492,1.0
493,1.0
