iteration,fidelity
0,0.37089465864817117
1,0.6134526190094561
2,0.5119990612067921
3,0.5556660542636999
4,0.5456651411517464
5,0.6645684211390172
6,0.3810386563860728
7,0.5946621826993357
8,0.3786771468008144
9,0.43658699841002785
10,0.5171411540289637
11,0.4327153405974886
12,0.46423456581663597
13,0.5098540964273658
14,0.42135017129932706
15,0.4146887677675555
16,0.36367694911334275
17,0.5655225260850942
18,0.46183740075154156
19,0.43237608913347536
20,0.4504296762336672
21,0.589908033496569
22,0.5966925745436711
23,0.5759602910763127
24,0.5385150167103233
25,0.4358908081107515
26,0.6147861770775384
27,0.6253604459316242
28,0.6293637525716335
29,0.45947693205701823
30,0.562219444912459
31,0.5503899665249846
32,0.5500807626305291
33,0.5098062067550717
34,0.5278457785973323
35,0.6231951297095254
36,0.5974499268654072
37,0.4614186019895039
38,0.3868907066671682
39,0.5685077386251773
40,0.4872645382177856
41,0.37058766043085184
42,0.6266971044208517
43,0.3387171230154556
44,0.4256290685969261
45,0.4412731291585458
46,0.6564259456241959
47,0.575588974328855
48,0.2933633340523847
49,0.5994685361499473
50,0.5934025386700263
51,0.6133322356012811
52,0.6557829462290092
53,0.42780973861597327
54,0.46255765771579654
55,0.625710423948095
56,0.47193325194263647
57,0.49199281107979437
58,0.5588261156158849
59,0.5212318905009276
60,0.5823348264159325
61,0.46878295344621684
62,0.37302432745832814
63,0.5376184483249583
64,0.6097103948967234
65,0.5663087841506733
66,0.384250375339221
67,0.4029224145879655
68,0.5724872004974787
69,0.5421115625507918
70,0.5873867112829549
71,0.42344439800803974
72,0.49960348635531115
73,0.5258983533084437
74,0.4951794791151936
75,0.44043541103640366
76,0.47402950409590494
77,0.43436081068517085
78,0.48081422086695363
79,0.37018000724615585
80,0.5706272711922102
81,0.5824909761309169
82,0.5827163706967312
83,0.5584114196934726
84,0.5149688720513458
85,0.4885863926438281
86,0.5272008413526772
87,0.4290790860979329
88,0.56937667189615
89,0.5009452440737019
90,0.5685538222909294
91,0.4673956119500069
92,0.3982825672653912
93,0.5253602761201688
94,0.5539697077312951
95,0.37254655262160863
96,0.6220729735714179
97,0.3993047669058692
98,0.4046271041817103
99,0.6207212295079406
100,0.5131194820839478
101,0.6279769082582638
102,0.4328596608294729
103,0.5828921287162514
104,0.5237585681423212
105,0.570964429457585
106,0.44319560870833197
107,0.5153217078885464
108,0.5413776424537715
109,0.5843013931682987
110,0.43691033604357143
111,0.6429218642809861
112,0.49779061394336593
113,0.4831680669679053
114,0.5799466664744439
115,0.5482737172652773
116,0.5218640712679914
117,0.4822556025503638
118,0.5194569275006332
119,0.5828530872056361
120,0.671687746112213
121,0.5365392661106281
122,0.5298100649922864
123,0.566268537336366
124,0.45156260227009715
125,0.4511344041399647
126,0.5183945307066005
127,0.2947430711677062
128,0.5906916598741616
129,0.412726879043447
130,0.4186586616390082
131,0.5459602153478599
132,0.4873104847152452
133,0.45713074899119044
134,0.6080142382502831
135,0.4511539682025823
136,0.6091651227094257
137,0.4852914653700782
138,0.5977157397220414
139,0.33343315701597964
140,0.5619635597843111
141,0.5992515884829342
142,0.45266943362029666
143,0.6277954625016843
144,0.5075851977104602
145,0.4631558834509361
146,0.5765306116493
147,0.4350610519862047
148,0.47441902807688885
149,0.5032760525883342
150,0.4195690304386338
151,0.4623539281124863
152,0.4610868043146305
153,0.4930449091384499
154,0.6286853769318277
155,0.4603874447322093
156,0.5274600884629342
157,0.5470894948134829
158,0.4625803684874159
159,0.532894044417513
160,0.4020644047123375
161,0.5257105565366641
162,0.5968109736622723
163,0.49101623097360103
164,0.5730428887612014
165,0.5106093194700105
166,0.4518121158018958
167,0.482979074018633
168,0.5712283326442762
169,0.5275070313842788
170,0.4177017297983501
171,0.47556104879413086
172,0.6530953871753437
173,0.44714449607694623
174,0.4545047811490018
175,0.5100179392391465
176,0.5000543872993504
177,0.5303128861922835
178,0.5815047973677563
179,0.6882721736268305
180,0.5059641541673403
181,0.5104651865693148
182,0.5485791153043242
183,0.478963267559938
184,0.5239594888603444
185,0.3613845470535544
186,0.4926069229422062
187,0.5497510335411431
188,0.5718625518914676
189,0.45492796011072556
190,0.6669620411934007
191,0.4722457164011801
192,0.5436875663690363
193,0.4126258965732872
194,0.5446642728882257
195,0.555282511402635
196,0.5103226176122461
197,0.3851386567832324
198,0.5822822107667336
199,0.5847940898386623
