initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count
+,phase_damping,{'gamma': 10000.0},three_qubit_phase_flip,10.0,0.510640349558986,0.09,200,0
