iteration,fidelity
0,0.46523313807616085
1,0.47931423818615115
2,0.6766318328418329
3,0.5066885076355282
4,0.379281222294986
5,0.5258665213183252
6,0.43522157585497645
7,0.5174339962149991
8,0.5030444147389269
9,0.47399695291288096
10,0.43424354819071753
11,0.5439044029055957
12,0.544669884025663
13,0.6192158236950462
14,0.27992771915780124
15,0.6897551418501278
16,0.4523436353508339
17,0.33002678021845255
18,0.5631989157490405
19,0.4012456080437741
20,0.4801781084788661
21,0.6023742351918749
22,0.42837317934450075
23,0.6318114890687622
24,0.8165294761758909
25,0.5407356643718688
26,0.5655237137385932
27,0.5493800498372837
28,0.46997259080758264
29,0.5174148312185086
30,0.5578101537454087
31,0.6473847149621573
32,0.5477126876532715
33,0.6343825559945728
34,0.4239164282136963
35,0.4555129644855574
36,0.6333769068638035
37,0.45147336389072
38,0.652933114453567
39,0.47394739352955395
40,0.6403913248508969
41,0.6360128414667146
42,0.486344003695285
43,0.3486372619837055
44,0.5294097182816944
45,0.5619926121597104
46,0.48502100710165935
47,0.4403260576275476
48,0.49855000460587484
49,0.5669838159052761
50,0.6924275584384253
51,0.6727474243568621
52,0.4798304307933782
53,0.5328475041545598
54,0.6096048790818135
55,0.5271538374316556
56,0.5062959352314779
57,0.5215765871321455
58,0.37815831817243406
59,0.5802248488873755
60,0.7777636268377518
61,0.5835783434010066
62,0.3298602758177209
63,0.3588352165602045
64,0.5599511884914762
65,0.4165114249226374
66,0.6048123778418945
67,0.5794913379181702
68,0.662873004487265
69,0.625381533589751
70,0.6166959684653907
71,0.5753615677789318
72,0.41942961298120185
73,0.5036749874126529
74,0.7750022429043517
75,0.389972217579113
76,0.5816480044945453
77,0.41825158685899816
78,0.41632741786422717
79,0.5960187799495414
80,0.5085039404801677
81,0.4786123741715165
82,0.5573996127089238
83,0.5621571075041614
84,0.44848341171780265
85,0.4983169741436673
86,0.5251249476296658
87,0.5489641299123454
88,0.5929388949615605
89,0.6274306733508135
90,0.3090392585418026
91,0.4437202850389932
92,0.46680194316995743
93,0.513504560246368
94,0.4601062737050201
95,0.3887800631938019
96,0.6080227243501036
97,0.5289721530018325
98,0.6337326003923004
99,0.5438397716643035
100,0.6899630130643574
101,0.5130060508322757
102,0.4416760713268962
103,0.4084535661026873
104,0.393085478200246
105,0.433697279907558
106,0.6180526892261655
107,0.5459657267209984
108,0.576046153087857
109,0.46674018567099224
110,0.6540905794459653
111,0.43281925888187256
112,0.601347847251564
113,0.4877577844326661
114,0.38804132442545053
115,0.5915630720038008
116,0.3546505921210908
117,0.45334229086822464
118,0.5827998994292222
119,0.5323561062951572
120,0.5439650021085879
121,0.6303487061569176
122,0.5738328184101833
123,0.6138038878692978
124,0.3788924769676381
125,0.48164357814891035
126,0.5957671818627258
127,0.4332079018564244
128,0.5655763835690499
129,0.6714364366031724
130,0.5080047092765311
131,0.41473826280289683
132,0.5626852135554359
133,0.5532334316278195
134,0.5556164341930253
135,0.4956654023297298
136,0.5125299577087585
137,0.4497470556921029
138,0.5357376576112036
139,0.3738904170614109
140,0.48538375345448165
141,0.5105651031392565
142,0.49850342787353447
143,0.38189372293890816
144,0.5865279520219133
145,0.4285185448188914
146,0.45042291199750967
147,0.5900512606489935
148,0.5853999382061874
149,0.6236004328063416
150,0.4940339573728491
151,0.5312615565821803
152,0.6300441008044679
153,0.4575828871800979
154,0.6030342635268865
155,0.5027093004421255
156,0.5554118024774151
157,0.5702596462354769
158,0.5192074478800925
159,0.6516513766919481
160,0.4910923519127678
161,0.6011549544863696
162,0.5585380940890958
163,0.4942409852625545
164,0.3872233867951906
165,0.4573355176168465
166,0.35296238461422313
167,0.6728987142418762
168,0.5489772063182207
169,0.4091564672787378
170,0.531874598121607
171,0.5026354169156925
172,0.4005732538769975
173,0.5189812622971303
174,0.4208394873229288
175,0.3282716867826862
176,0.6167948684748806
177,0.6043295757817064
178,0.5309963682703231
179,0.403491656404823
180,0.4356698659198718
181,0.43394258318649265
182,0.4735432125666723
183,0.6871218436049142
184,0.585457723460287
185,0.6658994664789717
186,0.590781406606065
187,0.5036845926664493
188,0.40335243107536867
189,0.5328506562687367
190,0.5421579531148402
191,0.5477553188097471
192,0.5533828435295237
193,0.40206462926204617
194,0.4138535692422636
195,0.4628791436320396
196,0.7023628135538884
197,0.538166448352901
198,0.47493929270153495
199,0.47415143797675124
