initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count
0,phase_damping,{'gamma': 10000.0},three_qubit_phase_flip,100.0,0.505,0.5012296437551299,200,0
