iteration,fidelity
0,0.3799800602884668
1,0.4750349942737434
2,0.42972495852618436
3,0.4483783566758064
4,0.47819212339322503
5,0.38578348628657205
6,0.23615780588457075
7,0.42072213740996106
8,0.38511636530583315
9,0.30772128447696473
10,0.4431188525702027
11,0.3491702441193141
12,0.5762095452339869
13,0.3295547446457798
14,0.28902535068373864
15,0.36028550179749896
16,0.36000972120467845
17,0.4022522623846122
18,0.24579676775815293
19,0.5491982233578051
20,0.4563476724908244
21,0.2790318500875736
22,0.5484030802991251
23,0.4746299586322917
24,0.5637590951058726
25,0.27654797273299575
26,0.605074614219333
27,0.5481129806981625
28,0.4852807131447374
29,0.3491134580435907
30,0.3562542134801593
31,0.40103981154393203
32,0.480986961365382
33,0.513803195535941
34,0.581124553837595
35,0.4610017530052109
36,0.33230028383437676
37,0.44442353969269344
38,0.45119823726963004
39,0.382325666820433
40,0.42647955576597796
41,0.3154540379914955
42,0.373034359968688
43,0.482126593589489
44,0.4856852628627014
45,0.42903506023863947
46,0.5234593054581408
47,0.4683175728973649
48,0.30551476597096355
49,0.43317568259474515
50,0.34522400894754485
51,0.3543960596577882
52,0.3946180305003692
53,0.34817785047505956
54,0.41610799678325466
55,0.2671376972108493
56,0.4135818701762523
57,0.4638797787261256
58,0.43693450617773505
59,0.570964665179834
60,0.404346741970493
61,0.4298964318456131
62,0.4297358346161209
63,0.3929780907702158
64,0.38722823453565863
65,0.36303580305756245
66,0.45815398005077096
67,0.3502937287598862
68,0.3310782153681628
69,0.4997537082006978
70,0.34207795193771484
71,0.4215260270739241
72,0.4056758427593391
73,0.36673114889277036
74,0.46128669854225707
75,0.20269304892089424
76,0.4645970987922658
77,0.4829400845779423
78,0.3587737061367465
79,0.344143576607868
80,0.39063495619469035
81,0.5124893309708385
82,0.38975546137662376
83,0.3668634141825398
84,0.36536417881360117
85,0.6124211554756358
86,0.49498058593651195
87,0.4178788016249327
88,0.35311934496505587
89,0.4081046383823618
90,0.3404363221903734
91,0.35701396041370675
92,0.25599041027526603
93,0.3240971451500009
94,0.36429784744467386
95,0.36795456434936286
96,0.34739756849208187
97,0.33205217345248694
98,0.40270427096327105
99,0.40716635160408116
100,0.43717952100519597
101,0.2451951540570543
102,0.3903707648672786
103,0.3178680091295969
104,0.5146546494903905
105,0.31341263937197233
106,0.3590939103608441
107,0.45246534803689525
108,0.41914369453701084
109,0.3934177895591039
110,0.4206464571826313
111,0.4540955369686018
112,0.37478732463496217
113,0.3585102896597155
114,0.44934196464022713
115,0.34271672499606043
116,0.5252351920595303
117,0.4762302459493218
118,0.31768599537902864
119,0.3172130801733981
120,0.401636492612459
121,0.3454282455653622
122,0.4089369333190605
123,0.4791873788472482
124,0.34468575648650523
125,0.3209866385060493
126,0.482107952782056
127,0.24233058990929218
128,0.35714522538485416
129,0.38459449043259514
130,0.3047240861080769
131,0.29826184643083925
132,0.35805121768014586
133,0.35279465396043214
134,0.42469086301030234
135,0.4353324004738435
136,0.49746092458716135
137,0.5463967649609492
138,0.49733031688268853
139,0.46431704508841437
140,0.3910472228359413
141,0.40887902531587766
142,0.3400235491049755
143,0.34476690793284775
144,0.41380459106630685
145,0.3907163541487219
146,0.40645945050050103
147,0.24003048819029169
148,0.4818766470913086
149,0.4818355321076648
150,0.3832303821143479
151,0.2759890145438133
152,0.4794023876421077
153,0.42839981148278355
154,0.4362878422068113
155,0.43562612969621106
156,0.4146097334953927
157,0.35725777446613055
158,0.31348681967292297
159,0.3785772746432474
160,0.39241978226753843
161,0.4200880719821872
162,0.35990445468694787
163,0.37774588669388004
164,0.4030668161612385
165,0.41022916685553695
166,0.3253069069393405
167,0.40680615375290846
168,0.4699908955472046
169,0.3706740294015427
170,0.49258264563041226
171,0.444150986642269
172,0.44676924349724473
173,0.39310093521582035
174,0.5174911358030682
175,0.45999845190552857
176,0.42979852270298136
177,0.5079198482548273
178,0.1412645205690302
179,0.40512552182081263
180,0.34244285808528513
181,0.4189874904702614
182,0.36961135978988247
183,0.2374413190079625
184,0.25510288105743956
185,0.39295461471508014
186,0.3426868704448148
187,0.4069378587088916
188,0.46374851122151967
189,0.3089222797648976
190,0.3424097545043513
191,0.2576839120586148
192,0.34725321389171454
193,0.39740534509521597
194,0.46678016209823453
195,0.4153870229114499
196,0.3490932275935809
197,0.42258700816893935
198,0.45497019299144775
199,0.40202359277975985
