initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count
-,phase_damping,{'gamma': 100000.0},three_qubit_phase_flip,100.0,0.5383947728688776,0.09,200,0
