initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count,secondary_error_type,secondary_error_params,tertiary_error_type,tertiary_error_params
+,fibre_loss,"{'p_loss_init': 0.05, 'p_loss_length': 0.16}",none,10.0,0.9661538461538461,0.18111189764393207,325,175,amplitude_damping,{'gamma': np.float64(0.2)},phase_damping,{'gamma': np.float64(0.1366666666666667)}
