initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count,secondary_error_type,secondary_error_params,tertiary_error_type,tertiary_error_params
0,fibre_loss,"{'p_loss_init': 0.05, 'p_loss_length': 0.16}",none,10.0,0.9573170731707317,0.2024501224063732,328,172,amplitude_damping,{'gamma': np.float64(0.2)},phase_damping,{'gamma': np.float64(0.1366666666666667)}
