initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count,secondary_error_type,secondary_error_params,tertiary_error_type,tertiary_error_params
0,fibre_loss,"{'p_loss_init': 0.05, 'p_loss_length': 0.16}",three_qubit_phase_flip,10.0,1.0,0.0,128,372,amplitude_damping,{'gamma': np.float64(0.07333333333333333)},phase_damping,{'gamma': np.float64(0.07333333333333333)}
