initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count,secondary_error_type,secondary_error_params,tertiary_error_type,tertiary_error_params
-,fibre_loss,"{'p_loss_init': 0.05, 'p_loss_length': 0.16}",none,10.0,0.9817629179331308,0.13401148371340968,329,171,amplitude_damping,{'gamma': np.float64(0.07333333333333333)},phase_damping,{'gamma': np.float64(0.01)}
