initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count
-,amplitude_damping,{'gamma': 10000.0},three_qubit_phase_flip,100.0,0.49,0.5011544461485622,200,0
