initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count
+,amplitude_damping,{'gamma': 100000.0},three_qubit_phase_flip,20.0,0.505,0.5012296437551298,200,0
