initial_state,error_type,error_params,qec_method,distance,avg_fidelity,std_fidelity,iterations_completed,loss_count
0,amplitude_damping,{'gamma': 10000.0},three_qubit_phase_flip,60.0,0.555,0.4982128866278056,200,0
